user_name,score,date,text,gemma2_sentiment,gemma2_confidence,error_sentiment,classic_sentiment,positive,neutral,negative,time,class_sentiment,class_group,combined_weight_sentiment,combined_abs_sentiment,error_sentiment_value,llama3_sentiment,llama3_confidence,mistral-nemo_sentiment,mistral-nemo_confidence,qwen2_sentiment,qwen2_confidence,qwen2.5-7b_sentiment,qwen2.5-7b_confidence
jiu-jitsu Ilhabela,1,10/06/2024,Não estou conseguindo fazer saques nos caixas eletrônico. Semana passada ainda consegui retirar. Ontem foram várias tentativas em vários caixas eletrônico e não consegui sacar e hoje novamente.,-0.6,0.8,0,-0.5267,0.0,0.845,0.155,1.687,detractor,outros,-0.59,-0.6,,0.6,0.9,-0.7,0.8,-0.8,0.7,-0.6,0.8
Marcio Nomizo,5,10/06/2024,espetacular!!,1.0,0.9,0,0.0,0.0,1.0,0.0,1.533,promoter,outros,0.95,0.9,,0.8,0.9,0.8,1.0,1.0,1.0,0.8,0.9
joao vieira santos Souza,5,10/06/2024,Que bom isso é legal mesmo,0.8,0.9,0,0.5106,0.589,0.411,0.0,1.656,promoter,outros,0.74,0.79,,0.4,0.8,0.5,1.0,0.7,1.0,0.6,0.8
Leonardo Nogueira Santos,3,10/06/2024,🌟🌟🌟,0.7,0.8,0,0.0,0.0,0.0,0.0,1.632,promoter,outros,0.66,0.63,,0.8,0.9,0.5,1.0,1.0,1.0,0.8,0.9
Severina Andrade Vieira,5,10/06/2024,ótimo,1.0,0.9,0,0.3612,1.0,0.0,0.0,1.758,promoter,outros,0.87,0.96,,0.8,0.9,0.7,1.0,1.0,1.0,0.8,1.0
Kimberlyn Vitoria,4,10/06/2024,"O aplicativo parece ser ótimo, mais não consigo entrar pelo fato de eu ter 17 anos... E esse app seria ótimo pra mim pq trabalho com vendas",0.6,0.8,0,0.4215,0.171,0.753,0.075,1.813,promoter,venda,0.56,0.59,,0.7,0.9,0.2,0.8,0.6,0.8,0.3,0.8
Eduardo Diogo,5,10/06/2024,a melhor máquina do momento com taxa mais baixar do mercado,0.8,0.7,0,0.4404,0.244,0.756,0.0,1.755,promoter,maquininha,0.73,0.78,,-0.8,0.9,0.8,1.0,0.8,0.9,0.8,0.9
jeonepr Venâncio,5,10/06/2024,Se for bom eu continuo,0.3,0.6,0,0.4215,0.412,0.588,0.0,1.701,promoter,outros,0.32,0.31,,0.6,0.8,0.5,1.0,0.5,1.0,0.5,0.7
Maria Vanessa,3,10/06/2024,Ñ cosegui manda o numero de telefone E muito rin orr😠😠,-0.8,0.7,0,0.0772,0.157,0.843,0.0,1.826,detractor,atendimento,-0.62,-0.72,,0.8,0.9,-0.8,0.9,-1.0,0.4,-0.8,0.7
Shirley Silva Dos Santos,3,10/06/2024,Olá boa noite não sei o motivo que vcs não conseguem coloca minhas vendas pra cair no mesmo dia sim e outra coisa até agora vcs não mim deram um cartão de crédito vendo todos os dias na conta de vcs e essa oportunidade vcs não deram ainda só uso a máquina de vcs cancelei todas pra mim usa a de vcs então gostaria de saber ser vcs pode ver essa minha reclamação desdes de já agradeço,-0.7,0.8,0,0.4019,0.126,0.768,0.106,1.79,detractor,venda,-0.48,-0.63,,0.5,0.7,-0.4,0.8,-0.7,0.6,-0.4,0.7
Marileia Souza,5,10/06/2024,Amei,1.0,0.9,0,0.0,0.0,1.0,0.0,1.825,promoter,outros,0.95,0.9,,0.8,1.0,0.8,1.0,1.0,0.8,1.0,0.9
Amerson Francisco,5,09/06/2024,Ótimo..!,0.8,0.9,0,0.0,0.0,1.0,0.0,1.776,promoter,outros,0.76,0.72,,0.8,1.0,0.8,1.0,0.8,1.0,0.8,0.9
Sheila Lucia,5,09/06/2024,muito bom.,0.8,0.9,0,0.4215,0.737,0.263,0.0,1.875,promoter,outros,0.72,0.78,,0.8,1.0,0.8,0.9,0.9,1.0,0.8,0.9
jean carlos pires,5,09/06/2024,Gostaria de saber como faço pra mudar a minha conta pra receber minhas vendas pois o app não tem opção?,0.3,0.6,0,-0.296,0.0,0.885,0.115,1.658,neutro,conta,0.18,0.26,,0.3,0.8,0.0,1.0,0.1,0.5,0.5,0.7
Raimundo lopes Loureiro,5,09/06/2024,muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,1.627,promoter,outros,0.72,0.78,,0.8,0.9,0.8,1.0,0.5,1.0,0.8,0.9
Juliana G,2,09/06/2024,Faz dias q tento desbloquear meu apps e não consigo já recebi email da equipe da Ton para fazer alguns procedimentos no meu celular só q não deu certo,-0.6,0.8,0,-0.4404,0.07,0.731,0.199,1.663,detractor,atendimento,-0.57,-0.59,,0.3,0.8,-0.8,1.0,0.1,0.6,-0.4,0.8
Manoel Carvalho,1,09/06/2024,"Já é a minha segunda máquina que dá problema, e agora quando tento entrar na minha conta mostra que tá Inativa",-0.6,0.8,0,-0.4019,0.0,0.863,0.137,1.304,detractor,maquininha,-0.56,-0.59,,0.7,0.8,-0.7,1.0,-0.8,0.7,-0.7,0.8
Rosa Mariano Gomes,3,09/06/2024,"Aplicativo não abre , fiz venda na máquina e não consigo abrir o aplicativo",-0.6,0.7,0,-0.5267,0.0,0.672,0.328,1.71,detractor,venda,-0.59,-0.6,,0.7,0.9,-0.6,0.8,-0.5,0.8,-0.5,0.7
Wellington Ferreira Silva,5,09/06/2024,"até agora tudo correndo bem, acho que dará certo pra nós! boa parceria...",0.8,0.9,0,0.75,0.425,0.575,0.0,1.648,promoter,outros,0.79,0.8,,0.8,0.9,0.8,1.0,0.7,0.9,0.6,0.8
Ana Flavia Duarte,5,09/06/2024,Muito Bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,1.646,promoter,outros,0.72,0.78,,0.8,1.0,0.6,1.0,0.8,1.0,0.8,0.9
Diego Cadengue,1,09/06/2024,"Só estou dando essa nota por irresponsabilidade do time de cancelamento,é uma excelente empresa me atendeu em todas as necessidades,porém como minha conta era CPF tive que abrir MEI para começar aceitar vouches,e como não queria sair contratei a Stone que são a mesma empresa,só que houve uma divergência devido meu e-mail,a Stone não aceita o mesmo e-mail em contas diferentes e me aconselhou a cancelar a Ton e depois continuar o cadastro com a Stone,e já estou a 20 dias aguardando a retirada .",0.6,0.8,0,0.6705,0.15,0.742,0.108,1.634,promoter,conta,0.61,0.6,,0.7,0.8,0.4,0.8,-0.3,0.8,-0.4,0.8
Paula Santos,5,09/06/2024,muito uma ajuda extra sempre é boa ###,0.6,0.8,0,0.6705,0.524,0.476,0.0,1.637,promoter,outros,0.61,0.6,,0.5,0.8,0.5,1.0,0.7,1.0,0.5,0.8
Mateus Moura,5,09/06/2024,muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,1.518,promoter,outros,0.72,0.78,,0.8,1.0,0.7,1.0,0.5,1.0,0.8,0.9
Viviane Silveira,4,09/06/2024,"O aplicativo está lento demais. Demora até na simulação do valor, e para cair o dinheiro na conta, passa mais de 3 horas. Nos ajude, Ton!",-0.8,0.7,0,-0.2698,0.093,0.734,0.173,2.038,detractor,lentidao,-0.69,-0.76,,0.6,0.9,-0.5,0.9,-0.8,0.7,-0.8,0.7
Dany Maia,5,09/06/2024,Gostei,0.6,0.8,0,0.4215,1.0,0.0,0.0,1.17,promoter,outros,0.56,0.59,,0.8,0.9,0.7,1.0,0.8,1.0,0.5,0.8
Serismando Barros,5,09/06/2024,Top,0.7,0.8,0,0.0,0.0,1.0,0.0,1.64,promoter,outros,0.66,0.63,,0.5,0.8,0.5,1.0,,,1.0,0.8
joselita souza,4,09/06/2024,bom,0.7,0.8,0,0.4215,1.0,0.0,0.0,1.888,promoter,outros,0.64,0.68,,0.8,1.0,0.8,1.0,0.5,1.0,0.5,0.8
Jaciele Santos,5,09/06/2024,top,0.8,0.7,0,0.0,0.0,1.0,0.0,1.101,neutral,outros,0.76,0.72,,0.5,0.8,,,,,0.8,0.7
Daiane Abreu Figueiredo,5,09/06/2024,muito bom 👍,0.8,0.9,0,0.4215,0.737,0.263,0.0,1.768,promoter,outros,0.72,0.78,,0.8,0.9,0.7,0.8,0.8,0.9,0.8,0.9
Felipe Pires,5,09/06/2024,muito bom adorei e um bom envestimento,0.8,0.9,0,0.6808,0.583,0.417,0.0,1.661,promoter,outros,0.78,0.8,,0.8,1.0,0.8,1.0,1.0,1.0,0.8,0.9
Luanna Sabino,4,09/06/2024,excelente 😁,1.0,0.9,0,0.6249,1.0,0.0,0.0,1.701,promoter,outros,0.92,0.99,,0.8,0.9,0.7,1.0,1.0,1.0,0.8,0.9
Analia Costa,4,08/06/2024,Excepcional,1.0,0.9,0,0.6124,1.0,0.0,0.0,1.592,promoter,outros,0.92,0.98,,0.8,1.0,0.8,1.0,1.0,1.0,0.8,0.9
VALERIA Barreto,5,08/06/2024,muito bom mesmo ajuda muito,0.8,0.9,0,0.6597,0.643,0.357,0.0,1.763,promoter,outros,0.77,0.8,,0.8,1.0,0.8,0.9,0.8,1.0,0.8,0.9
Claudio Medeiros da silva Medeiros,5,08/06/2024,muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,1.764,promoter,outros,0.72,0.78,,0.8,1.0,0.7,1.0,0.8,1.0,0.8,0.9
Ana Paula Evangelista,5,08/06/2024,Minha primeira experiência 🙏vamos que vamos,0.6,0.7,0,0.0,0.0,1.0,0.0,1.161,promoter,outros,0.57,0.54,,0.3,0.8,0.1,0.8,0.3,1.0,0.5,0.8
Naay Santana,1,08/06/2024,Toda vez que tento entrar no aplicativo da conta inativa,-0.6,0.8,0,0.0,0.0,1.0,0.0,1.168,detractor,conta,-0.57,-0.54,,0.5,0.8,0.1,0.7,0.0,1.0,-0.5,0.7
Paulo Cristiano Monteiro dos Santos,5,08/06/2024,Ótimo,1.0,0.9,0,0.3612,1.0,0.0,0.0,1.696,promoter,outros,0.87,0.96,,0.7,0.8,0.7,1.0,1.0,0.8,0.8,0.9
Evangelino Lemes,5,08/06/2024,Sou Resenchegado aqui estou conhecendo agora mas estou gostado.,0.6,0.7,0,0.0,0.0,1.0,0.0,1.174,promoter,outros,0.57,0.54,,0.7,0.9,0.3,0.8,0.6,0.8,0.4,0.7
José Valdir Alves Cordeiro,1,08/06/2024,Ontem perdi muitas vendas não conectada foi orrivel,-0.8,0.7,0,-0.296,0.0,0.761,0.239,1.707,detractor,venda,-0.7,-0.76,,-0.6,0.8,-0.5,0.8,-0.8,0.9,-0.8,0.7
Claudia Domingues,5,08/06/2024,"Depois da atualização o aplicativo não abre, está ruim, como vou usar os valores, movimentar a conta?",-0.7,0.8,0,-0.4767,0.132,0.585,0.283,1.172,detractor,conta,-0.66,-0.69,,0.3,0.8,-0.6,0.8,0.5,0.8,-0.8,0.7
Tamara Mattiazzo,5,08/06/2024,"super indico, fácil de utilizar app, taxas justas.",0.8,0.9,0,0.7783,0.531,0.469,0.0,1.883,promoter,taxas,0.8,0.8,,0.8,0.9,0.7,0.8,0.8,1.0,0.8,0.9
Rodrigo Lima,5,08/06/2024,Bom,0.8,0.9,0,0.4215,1.0,0.0,0.0,1.648,promoter,outros,0.72,0.78,,0.5,0.8,0.8,1.0,0.5,1.0,0.5,0.8
Lucas Monteiro,5,08/06/2024,ok,0.6,0.8,0,0.2263,1.0,0.0,0.0,1.106,neutral,outros,0.53,0.57,,0.5,0.8,0.0,1.0,0.0,1.0,0.3,0.8
P. Soares,5,07/06/2024,ainda vou testar,0.0,0.5,0,0.0,0.0,1.0,0.0,1.588,neutral,outros,0.0,0.0,,0.5,0.7,0.5,1.0,0.0,1.0,0.3,0.7
Um usuário do Google,1,07/06/2024,"Nota 0,0,0,0 infinitamente 0, não indicaria jamais essa empresa pra alguém,como a primeira impressão é a que fica é isso que tenho certeza a não ser que vocês provem o contrário. Bom já tenho esse aplicativo já faz muito tempo, não lembro quanto exatamente,mas não usava,nem uso porque não funciona. No mês de maio resolvi comprar a máquina Ton3,porém chegou dia 29 de maio na parte da tarde,pouco tempo antes de fechar a loja. Resolvi configurar a máquininha e usar pra testar sinal e tudo mais.",-0.7,0.8,0,-0.6808,0.057,0.796,0.147,1.885,detractor,maquininha,-0.7,-0.7,,0.7,0.8,-0.6,0.8,-0.8,0.6,-0.6,0.8
Vera lucya Agueiro,5,07/06/2024,é uma ótima opção de renda🤩,0.8,0.9,0,0.0,0.0,1.0,0.0,1.851,promoter,outros,0.76,0.72,,0.8,1.0,0.7,1.0,0.8,0.9,0.8,0.9
Dayany Crystina P.,1,07/06/2024,"Demora pra gerar Link de pagamento, perdi 4 vendas por isso.",-0.7,0.8,0,-0.4019,0.0,0.684,0.316,1.942,detractor,lentidao,-0.64,-0.68,,0.6,0.8,-0.8,1.0,-0.8,0.6,-0.7,0.8
Elcídio Luiz Ponzoni,2,07/06/2024,"Desde o dia 20/05 o APP está com problemas de transferência de nenhuma forma é possível, PIX, email, Ted, já fiz contato umas 6 vezes e não conseguem resolver, enquanto isso o dinheiro fica preso. Lamentável não melhorarem o suporte ao cliente!!!!!",-0.8,0.9,0,-0.9036,0.087,0.591,0.322,1.282,detractor,atendimento,-0.82,-0.8,,0.7,0.9,-0.8,1.0,-0.8,0.7,-0.8,0.7
Ronald Moraes,5,07/06/2024,ótima conta top e fácil de manusear o aplicativo,0.8,0.9,0,0.4404,0.326,0.674,0.0,1.594,promoter,conta,0.73,0.78,,0.5,0.8,,,0.8,0.9,0.8,0.9
Sandro Aparecido Camargo,5,07/06/2024,Peguei uma Máquina estou gostando,0.6,0.8,0,0.0,0.0,1.0,0.0,1.763,promoter,maquininha,0.57,0.54,,0.5,0.8,0.1,0.8,0.8,1.0,0.7,0.8
Adriano Portilho,5,07/06/2024,muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,1.768,promoter,outros,0.72,0.78,,0.8,0.9,0.8,1.0,0.8,1.0,0.8,0.9
mecajonas mecajonas,3,07/06/2024,Boa até precisar de atualização. Depois melhor jogar fora.,-0.3,0.6,0,0.7003,0.453,0.547,0.0,1.763,detractor,cartao credito,-0.1,-0.27,,0.2,0.8,-0.8,0.7,0.2,0.5,-0.2,0.7
Rayres Dos santos lameira,5,07/06/2024,venha vc e sua família também,0.4,0.6,0,0.0,0.0,1.0,0.0,1.766,promoter,outros,0.38,0.36,,0.8,1.0,0.0,1.0,0.3,0.8,0.3,0.7
Eder Silva,1,07/06/2024,"poderia ter opção pix Hoje tô pensando em parar com a Ton Vendi 170 em 2x me cobraram 8,9% acho um absurdo nem agiota cobra isso infelizmente",-0.6,0.8,0,-0.6808,0.0,0.811,0.189,1.89,detractor,taxas,-0.62,-0.6,,0.4,0.6,,,-0.6,0.7,-0.6,0.8
Alexsandro da Silva santos,5,07/06/2024,Legal,0.6,0.8,0,0.128,1.0,0.0,0.0,1.65,promoter,outros,0.51,0.56,,0.8,0.9,0.5,1.0,0.7,1.0,0.5,0.8
Angel Racing Motocross Wear,5,07/06/2024,muita praticidade...,0.7,0.6,0,0.0,0.0,1.0,0.0,1.63,promoter,outros,0.66,0.63,,0.8,1.0,0.5,0.8,0.5,1.0,0.5,0.8
Jedilsom Pantoja,5,07/06/2024,Nao consigo finalizar meu cadastro o aplicativo apresenta erro. Solicito ajuda para concluir o processo.,-0.6,0.8,0,-0.7184,0.129,0.396,0.475,1.663,detractor,atendimento,-0.62,-0.6,,0.4,0.8,-1.0,0.8,0.2,1.0,-0.6,0.8
Fatima Miranda,3,07/06/2024,E bom mais demora muito pra abrir ainda mais se tiver dinheiro na comta,0.1,0.6,0,0.128,0.174,0.683,0.143,1.948,detractor,lentidao,0.11,0.1,,0.4,0.7,0.1,0.8,-0.5,0.6,0.3,0.7
Grafica Exito,5,07/06/2024,bom,0.8,0.9,0,0.4215,1.0,0.0,0.0,1.76,promoter,outros,0.72,0.78,,0.7,1.0,0.8,1.0,0.5,1.0,0.5,0.8
MATEUS DA SILVA OLIVEIRA (M4T37S),5,07/06/2024,Muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,1.583,promoter,outros,0.72,0.78,,0.8,0.9,0.8,1.0,0.8,1.0,0.8,0.9
Vanessa Campos Figueiredo,1,07/06/2024,Não tou conseguindo abrir o aplicativo pra fazer um pagamento Não sei que fazer,-0.7,0.8,0,-0.5859,0.0,0.633,0.367,1.221,detractor,acesso,-0.68,-0.7,,0.3,0.8,-0.7,0.9,-0.7,0.8,-0.4,0.7
Gabriel Brito da Silva Lellis,1,07/06/2024,"Cancelaram minha máquina, de forma arbitrária e unilateralmente, onde entrei em contato e o atendente do chat mentiu descaradamente sobre a compra que fiz da máquina, alegando que a máquina era emprestada e que após 2 anos e meio de uso a empresa decidiu cancelar minha máquina. Mas vivem pedindo pra eu cadastrar chaves Pix pra receber dinheiro na conta deles.",-0.8,0.9,0,-0.4588,0.0,0.907,0.093,1.72,detractor,maquininha,-0.73,-0.78,,-0.8,0.9,-0.7,0.9,-0.8,0.7,-0.8,0.7
Miguel Alexandre,5,07/06/2024,Muito bom esse APP,0.8,0.9,0,0.4215,0.483,0.517,0.0,1.773,promoter,outros,0.72,0.78,,0.8,1.0,,,0.8,1.0,0.8,0.9
Geraldo Martins,5,07/06/2024,maravilhoso,1.0,0.9,0,0.5719,1.0,0.0,0.0,1.634,promoter,outros,0.91,0.98,,0.8,0.9,0.7,1.0,1.0,1.0,0.8,0.9
Emanuel Macêdo Moraes,4,07/06/2024,Melhorou bastante 🤝,0.7,0.8,0,0.0,0.0,1.0,0.0,1.769,promoter,outros,0.66,0.63,,0.8,0.9,0.7,1.0,0.7,0.9,0.8,0.9
Willian Fátima,5,07/06/2024,muito fácil de usar super tranquilo e funciona de verdade antes de comprar não tinha muita fé não.mas depois que comprei valeu muito apena obrigado pela atenção de vcs abraços.,0.8,0.9,0,0.9274,0.438,0.457,0.105,1.657,promoter,outros,0.83,0.8,,0.8,0.9,0.8,0.9,0.8,0.9,0.8,0.7
gercina1 marcia,1,07/06/2024,Ate hoje nao tive experiencia pois meu dinheiro esta retido e nao sei como resceber mimguem que micro tem condiçoes de vender e so resceber com 30 dias e tem mais todas minhas vendas passadas na maquina tom nunca rescebi Paguei pela maquina e ate hoje nao rescebi nada do meu dinheiro,-0.7,0.8,0,-0.6808,0.0,0.872,0.128,2.021,detractor,maquininha,-0.7,-0.7,,0.4,0.7,-1.0,0.9,-0.9,0.7,-0.8,0.7
Cristiana Januário,1,07/06/2024,"A Ton simplesmente encerra o contrato e inativa o funcionamento da maquininha de cartão sem aviso prévio, estou sendo prejudicada, pois tenho loja no centro da cidade e não tenho outra máquina. Em conversa com o atendente, fui informada que a Ton optou em cancelar o contrato e não é possível retornar com a parceria.",-0.7,0.9,0,-0.0772,0.101,0.772,0.127,1.929,detractor,maquininha,-0.58,-0.64,,-0.7,0.8,-0.7,0.9,-0.8,0.7,-0.8,0.7
Francisco Serra,5,07/06/2024,Muito fácil indicar as maquininhas da Ton com as menores taxas do mercado.,0.8,0.9,0,0.4404,0.195,0.805,0.0,1.772,promoter,maquininha,0.73,0.78,,0.6,0.8,0.8,1.0,0.9,0.8,0.8,0.9
Lidia Ribeiro,5,06/06/2024,muito fácil de mexer ótimo app,0.8,0.9,0,0.6597,0.574,0.426,0.0,1.644,promoter,outros,0.77,0.8,,0.8,1.0,0.7,1.0,0.8,0.9,0.8,0.9
Neto Barros,5,06/06/2024,a melhor Marquinho,0.8,0.9,0,0.4404,0.744,0.256,0.0,1.631,promoter,outros,0.73,0.78,,0.8,0.9,,,1.0,1.0,0.8,0.7
Roberto Talma,1,06/06/2024,Quando vo acessar o aplicativo está dando que a minha conta está inativa,-0.7,0.8,0,0.34,0.194,0.806,0.0,1.584,detractor,conta,-0.49,-0.63,,-0.4,0.7,-0.8,0.9,0.1,0.8,-0.5,0.7
PAULO RONALDO DREYER ALVAREZ,5,06/06/2024,Atendimento incrível,0.8,0.9,0,0.0,0.0,1.0,0.0,1.709,promoter,atendimento,0.76,0.72,,0.8,0.9,0.6,1.0,1.0,1.0,0.8,0.9
Valdivino Rodrigues,1,06/06/2024,Pessimo,-1.0,0.8,0,0.0,0.0,1.0,0.0,1.568,detractor,outros,-0.95,-0.9,,0.5,0.8,,,-1.0,0.8,-1.0,0.8
Roger moraes Moraes,5,06/06/2024,ótima,1.0,0.9,0,0.0,0.0,1.0,0.0,1.711,promoter,outros,0.95,0.9,,0.7,0.8,0.7,1.0,0.9,1.0,0.8,0.9
Maria Alves,5,06/06/2024,excelente 👏🏻,1.0,0.9,0,0.6249,1.0,0.0,0.0,1.746,promoter,outros,0.92,0.99,,0.8,1.0,0.8,1.0,1.0,1.0,0.8,0.9
Lenildo Nunes,3,06/06/2024,"Alguém pode me explicar o que está acontecendo com a ton? Entrei no meu aplicativo ontem e estava funcionando normalmente, quando foi hoje está pedindo para colocar meu e-mail e senha, eu coloquei mais continua com erro, eu preciso urgentemente ativar minha máquina, alguém pode me explicar o que aconteceu?.",0.3,0.6,0,-0.5514,0.0,0.904,0.096,1.778,detractor,maquininha,0.13,0.26,,-0.6,0.7,0.1,0.8,0.1,0.8,0.3,0.8
Venicius Santos,5,06/06/2024,ótimo,1.0,0.9,0,0.3612,1.0,0.0,0.0,1.65,promoter,outros,0.87,0.96,,0.8,0.9,0.7,1.0,1.0,0.8,0.8,0.9
Isac Gomes,5,06/06/2024,muito boa e seg.,0.8,0.7,0,0.4404,0.592,0.408,0.0,1.164,promoter,outros,0.73,0.78,,0.8,0.9,0.75,1.0,0.8,0.9,0.8,0.9
Maria Clara Santos de Sousa,3,06/06/2024,ganharia as cinco estrelas mas o problema é que quando passa o cartão na maquininha o dinheiro não cai na hora custa bastante para cair se passar de manhã o dinheiro vai cair de tardezinha não gostei por conta disso tem a opção de no outro dia e no mesmo dia útil para cair na conta eu apertei no mesmo dia mas custa muito para cair,0.1,0.7,0,-0.6486,0.103,0.695,0.202,1.833,detractor,maquininha,-0.05,0.07,,0.5,0.8,-0.5,0.9,0.2,0.8,-0.4,0.7
Maria Aparecida Ferreira De Santana,5,06/06/2024,Por enquanto tufo ok,0.3,0.6,0,0.2263,0.388,0.612,0.0,1.589,neutral,outros,0.29,0.29,,0.8,0.7,-1.0,0.7,0.5,1.0,0.3,0.7
Camila Rodrigues,5,06/06/2024,Ótimo,1.0,0.9,0,0.3612,1.0,0.0,0.0,1.163,promoter,outros,0.87,0.96,,0.8,1.0,0.7,1.0,1.0,1.0,0.8,0.9
Francisco Feitosa,4,06/06/2024,Ele pode ser pra menores de 15??,0.0,0.4,0,0.0,0.0,1.0,0.0,1.109,neutral,outros,0.0,0.0,,-0.8,0.9,0.0,1.0,0.1,0.7,0.3,0.7
André Cardoso,3,06/06/2024,"o aplicativo demora uma pouco para abrir , e o dinheiro para cair no mesmo dia , não cai na hora e se passar das 21 horas, cai só no dia seguinte . se vc é Uber os passageiros tem que ficar esperando.",0.3,0.6,0,-0.6266,0.0,0.813,0.187,1.648,detractor,lentidao,0.11,0.27,,0.5,0.9,0.1,0.8,-0.7,0.6,-0.4,0.7
Bela Serena,5,06/06/2024,Bom prá ganhar uma graninha extra,0.6,0.8,0,0.765,0.623,0.377,0.0,1.413,promoter,outros,0.63,0.6,,0.8,0.9,0.5,1.0,0.6,0.8,0.5,0.8
Alex Vieira,5,06/06/2024,Muito bom indico,0.8,0.9,0,0.4215,0.583,0.417,0.0,1.88,promoter,outros,0.72,0.78,,0.5,0.8,0.6,1.0,0.9,1.0,0.8,0.9
Flavio Aparecido,5,06/06/2024,"Ficou ótimo agora com a opção de envio por pix, porém deixou a desejar nas taxas! Tenho a infinitepay como opção alternativa e as taxas são melhores inclusive pelo celular sem uso da maquininha.",0.3,0.7,0,0.4199,0.088,0.912,0.0,1.752,promoter,taxas,0.32,0.31,,0.8,0.9,0.2,0.8,0.5,0.7,0.5,0.8
Paulo Neto,5,06/06/2024,ótimo,1.0,0.9,0,0.3612,1.0,0.0,0.0,1.772,promoter,outros,0.87,0.96,,0.8,0.9,0.8,1.0,0.5,1.0,0.8,0.9
francisco A L L,1,06/06/2024,"Não gostei aplicativo muito fraco no pix travou minha conta realizou a transação mais o destinatário não recebeu o valor Pois só consigo fazer vendas e não consigo movimentar nem visualizar os valores que estão bloqueados, as maquininhas são ótimas mais a assistência ao cliente deixa a desejar",-0.7,0.8,0,0.0,0.153,0.676,0.172,1.245,detractor,conta,-0.66,-0.63,,0.8,0.9,-0.7,0.9,-0.6,0.8,-0.4,0.7
Iva Matos,5,06/06/2024,experiência maravilhosa parabéns a equipe ton,0.8,0.9,0,0.8316,0.722,0.278,0.0,1.767,promoter,outros,0.81,0.8,,0.8,0.9,0.8,1.0,1.0,1.0,0.8,0.9
Aldicleia araujo,1,06/06/2024,"Aplicativo lento, pra cair o dinheiro da venda outra demorar, mesmo no plano p cair no mesmo dia As taxas são um pouco mas baixas que a pagseguro, mas a pagseguro da de 10 a zero tanto no pagamento quanto no Aplicativo !!! Me arrependi de comprar essas maquina era p ser dadas, já que o tempo todo ganham dinheiro de todas as vendas inclusive pix uma roubalheira !!!!",-0.8,0.9,0,-0.6111,0.0,0.923,0.077,1.965,detractor,maquininha,-0.76,-0.79,,-0.8,0.9,-0.7,0.9,-0.8,0.6,-0.6,0.8
DANILO RIBEIRO,5,06/06/2024,boa,0.6,0.8,0,0.4404,1.0,0.0,0.0,1.754,promoter,outros,0.57,0.59,,0.8,1.0,0.5,1.0,0.8,1.0,0.5,0.8
Thalles Mosquitinho,5,05/06/2024,A melhor maquininha que eu já tive,0.8,0.9,0,0.4404,0.367,0.633,0.0,1.286,promoter,maquininha,0.73,0.78,,0.8,1.0,,,1.0,1.0,0.8,0.9
Givanilson Silva,5,05/06/2024,Ótimo,1.0,0.9,0,0.3612,1.0,0.0,0.0,1.691,promoter,outros,0.87,0.96,,0.5,0.8,0.8,1.0,0.8,1.0,0.8,0.9
Pepe Santana,5,05/06/2024,é ótima,0.8,0.9,0,0.0,0.0,1.0,0.0,1.819,promoter,outros,0.76,0.72,,0.8,1.0,,,1.0,1.0,0.8,0.9
marcelly bortolete,3,05/06/2024,Lento e confuso,-0.3,0.6,0,-0.2263,0.0,0.345,0.655,1.775,detractor,lentidao,-0.29,-0.29,,-0.8,0.7,-0.5,1.0,-1.0,1.0,-0.5,0.7
David Christian,1,05/06/2024,Aplicativo lento vou migrar para outra empresa,-0.7,0.8,0,-0.1531,0.0,0.789,0.211,1.892,detractor,lentidao,-0.59,-0.65,,0.7,0.8,0.0,0.7,-1.0,1.0,-0.5,0.8
Eleidiane Araujo,2,05/06/2024,Aplicativo lento,-0.6,0.8,0,0.0,0.0,1.0,0.0,1.89,detractor,lentidao,-0.57,-0.54,,0.6,0.8,-0.5,0.8,-0.5,0.8,-0.5,0.8
Kelly Santana,3,05/06/2024,eu só não gostei da porcentagem de descontos,-0.3,0.7,0,0.1531,0.255,0.545,0.2,1.236,detractor,taxas,-0.21,-0.26,,0.7,0.8,-1.0,0.8,-0.6,1.0,-0.2,0.8
ANJO FF,5,05/06/2024,Ótima,0.8,0.9,0,0.0,0.0,1.0,0.0,1.874,promoter,outros,0.76,0.72,,0.8,0.9,0.8,1.0,0.8,1.0,0.8,0.9
Jakison Bitencourt,5,05/06/2024,top,0.8,0.7,0,0.0,0.0,1.0,0.0,1.705,neutral,outros,0.76,0.72,,0.7,0.8,,,,,0.8,0.9
Natali Gonçalves,3,05/06/2024,Tem horas q não abre o aplicativo trava e nada de abrir,-0.6,0.8,0,-0.296,0.0,0.784,0.216,2.016,detractor,lentidao,-0.54,-0.58,,0.7,0.8,-0.5,0.8,-0.7,0.8,-0.7,0.8
Silene Fatima,2,05/06/2024,Bom atendimento,0.6,0.8,0,0.4215,0.737,0.263,0.0,1.589,promoter,atendimento,0.56,0.59,,0.7,0.8,0.7,1.0,0.8,0.9,0.5,0.8
